order_id,user_id,restaurant_id,date,rating
91423,9252,124,2024-07-08,2
91424,3981,288,2024-09-08,4
91433,6243,298,2024-04-25,4
91434,9898,339,2024-09-04,5
91435,5353,36,2024-09-27,5
91436,6898,151,2024-04-09,4
91437,2016,178,2024-05-24,5
91444,5202,56,2024-01-01,4
91447,1164,407,2024-12-08,4
91449,5673,295,2024-04-24,5
91456,5197,320,2024-04-25,1
91459,5415,175,2024-09-10,2
91463,3336,412,2024-11-09,4
91466,2137,10,2024-11-06,4
91468,8473,361,2024-12-20,3
91476,12,52,2024-01-06,4
91479,2737,349,2024-08-14,4
91482,9539,317,2024-11-29,3
91483,3901,462,2024-02-08,4
91487,9708,247,2024-09-30,1
91488,8169,187,2024-10-20,4
91489,1547,32,2024-08-13,4
91491,5791,259,2024-01-04,4
91494,2023,484,2024-05-04,2
91495,2296,245,2024-11-18,3
91496,3369,479,2024-05-05,3
91502,6780,115,2024-06-13,5
91506,5906,220,2024-01-27,2
91524,2217,211,2024-06-29,1
91526,1148,135,2024-06-24,5
91529,5315,402,2024-06-08,5
91533,9610,56,2024-01-07,4
91540,3425,6,2024-04-06,1
91541,2064,323,2024-03-18,3
91543,8609,354,2024-06-06,5
91548,3299,216,2024-04-19,2
91551,7290,90,2024-08-16,1
91558,5168,339,2024-01-05,5
91560,4333,56,2024-12-16,4
91562,2796,436,2024-06-20,3
91569,1022,181,2024-05-13,4
91570,812,133,2024-09-26,3
91571,5322,177,2024-02-08,5
91579,7040,354,2024-01-24,4
91606,6426,202,2024-02-07,2
91609,7269,366,2024-08-04,3
91623,2875,215,2024-01-30,3
91625,5389,44,2024-02-06,3
91630,6263,11,2024-04-03,3
91637,118,335,2024-06-15,1
91645,5077,164,2024-06-10,5
91658,5364,84,2024-09-02,2
91663,9112,473,2024-09-23,4
91670,1728,148,2024-12-09,3
91671,7733,405,2024-05-25,2
91674,1036,371,2024-10-11,1
91687,1616,255,2024-09-04,4
91702,5824,96,2024-11-23,3
91705,2236,477,2024-05-20,1
91714,8569,489,2024-08-14,4
91718,8353,249,2024-03-02,5
91722,2573,120,2024-04-05,4
91725,6236,3,2024-10-14,1
91726,2002,124,2024-05-10,2
91727,1439,154,2024-05-15,3
91731,9551,9,2024-05-01,2
91732,7121,305,2024-07-19,2
91733,6642,328,2024-07-25,1
91734,6738,321,2024-10-03,4
91739,2187,88,2024-07-17,5
91745,7730,40,2024-03-14,1
91746,32,17,2024-07-18,4
91748,6370,303,2024-11-19,2
91752,5959,164,2024-11-17,4
91753,6451,206,2024-03-18,4
91754,4640,287,2024-08-07,3
91758,2637,339,2024-05-10,4
91759,5792,34,2024-10-26,3
91760,8087,438,2024-10-17,4
91773,3190,249,2024-12-22,4
91781,2929,378,2024-06-21,4
91785,9858,420,2024-02-24,2
91787,2771,79,2024-12-28,4
91793,6165,383,2024-06-24,1
91795,3346,495,2024-03-17,5
91803,2082,470,2024-03-28,4
91806,954,407,2024-04-28,5
91809,5836,388,2024-08-05,3
91814,4195,255,2024-12-27,1
91821,2477,26,2024-01-15,4
91826,2328,292,2024-06-16,3
91827,9682,239,2024-09-09,4
91828,1914,202,2024-06-04,2
91829,5477,28,2024-01-06,2
91831,2208,100,2024-05-17,4
91832,1311,203,2024-12-07,1
91845,3193,232,2024-09-16,3
91847,9489,272,2024-12-04,3
91851,4959,274,2024-12-16,1
91852,4320,382,2024-03-09,5
91854,9793,455,2024-01-17,1
91863,9872,417,2024-07-17,3
91868,3624,63,2024-11-10,4
91869,3953,156,2024-01-10,3
91870,5983,286,2024-04-11,3
91871,6735,328,2024-12-25,1
91872,3954,331,2024-01-11,3
91878,8889,223,2024-08-13,4
91887,2852,248,2024-12-21,3
91890,6925,480,2024-11-19,1
91896,3541,55,2024-06-25,4
91901,1119,182,2024-03-20,3
91903,6769,400,2024-02-10,4
91909,7224,459,2024-06-21,4
91912,7217,299,2024-12-29,3
91914,8985,485,2024-11-30,1
91918,6363,280,2024-04-13,3
91919,5412,464,2024-08-16,2
91920,8009,438,2024-02-11,1
91924,2595,299,2024-08-21,3
91927,8620,377,2024-04-07,4
91929,1125,4,2024-08-29,4
91934,2943,227,2024-05-19,3
91936,9289,359,2024-07-07,3
91938,9458,242,2024-07-29,4
91940,1819,49,2024-06-10,2
91945,7925,61,2024-01-15,4
91947,8722,410,2024-11-13,4
91949,9225,162,2024-03-26,1
91950,8533,187,2024-10-02,1
91955,4369,385,2024-07-22,4
91960,4773,379,2024-02-10,3
91963,9162,406,2024-04-23,1
91967,5099,212,2024-08-15,1
91973,1846,25,2024-06-28,4
91975,2582,2,2024-09-19,4
91976,7335,417,2024-04-17,4
91979,3124,491,2024-07-30,3
91988,8268,418,2024-11-13,4
91990,9953,383,2024-07-05,1
91997,805,42,2024-10-25,5
91998,6779,398,2024-06-07,4
92012,5006,490,2024-02-12,4
92016,2359,188,2024-01-19,4
92029,7475,431,2024-09-18,4
92031,3304,40,2024-03-28,5
92033,2165,133,2024-01-03,2
92034,3560,404,2024-01-28,3
92038,6648,484,2024-12-29,1
92039,4338,152,2024-07-21,3
92044,9251,136,2024-09-04,2
92045,9781,421,2024-01-25,5
92059,5187,47,2024-10-07,1
92060,9744,463,2024-03-17,3
92063,9563,180,2024-12-13,4
92066,5149,390,2024-02-18,3
92067,6607,399,2024-05-03,3
92070,993,384,2024-11-21,2
92071,5181,428,2024-10-10,4
92082,8948,129,2024-01-14,3
92083,1122,320,2024-12-27,1
92084,2618,333,2024-11-14,4
92085,118,158,2024-02-20,5
92086,5732,12,2024-08-19,3
92090,1908,271,2024-11-10,4
92094,6422,485,2024-06-04,3
92101,2782,487,2024-07-03,5
92102,7269,426,2024-08-31,1
92104,5791,178,2024-07-20,4
92114,8529,414,2024-12-14,5
92119,2923,497,2024-03-13,4
92129,9586,253,2024-09-19,4
92132,1910,328,2024-02-10,1
92133,8469,103,2024-07-23,3
92134,4437,444,2024-10-04,3
92138,6514,73,2024-07-17,2
92139,8715,36,2024-01-10,4
92143,8924,158,2024-11-10,4
92144,6285,223,2024-12-13,4
92147,1896,382,2024-09-20,5
92150,2658,62,2024-12-29,4
92151,1964,42,2024-09-06,2
92162,7618,479,2024-05-17,1
92163,2254,257,2024-04-26,1
92164,484,481,2024-11-14,3
92166,6067,449,2024-05-30,2
92180,5696,342,2024-05-23,1
92182,3865,172,2024-07-18,1
92183,6109,478,2024-09-04,5
92186,2489,165,2024-04-20,5
92191,2853,86,2024-10-05,4
92192,2424,260,2024-10-10,3
92202,6884,21,2024-01-19,4
92203,2653,193,2024-06-03,3
92204,9996,242,2024-04-23,5
92206,5423,239,2024-11-25,3
92207,8297,363,2024-10-16,4
92223,3080,161,2024-09-30,1
92228,1458,95,2024-10-18,1
92229,9435,173,2024-08-16,4
92230,1623,90,2024-10-05,1
92242,9769,115,2024-09-22,5
92245,9569,343,2024-09-25,5
92249,3607,128,2024-10-31,4
92252,2703,469,2024-08-25,1
92257,3355,313,2024-08-12,3
92259,9213,179,2024-09-03,4
92264,7393,358,2024-04-04,3
92273,8279,263,2024-02-16,5
92274,6,176,2024-02-25,3
92275,9604,171,2024-01-30,4
92279,7559,64,2024-07-06,3
92281,4523,76,2024-03-13,3
92282,324,426,2024-02-22,1
92295,9627,274,2024-08-10,1
92296,8768,156,2024-02-28,3
92303,8435,383,2024-04-09,2
92313,8258,482,2024-09-27,3
92314,3625,14,2024-03-30,3
92317,3540,194,2024-11-01,4
92323,90,358,2024-07-03,1
92330,4649,69,2024-03-31,1
92333,983,229,2024-03-06,2
92339,8157,226,2024-04-23,3
92343,9247,393,2024-11-04,1
92346,7657,450,2024-06-12,4
92351,8422,306,2024-02-18,4
92355,1183,19,2024-02-29,3
92359,8033,95,2024-12-21,1
92366,1745,482,2024-03-25,2
92373,3341,76,2024-07-29,4
92377,58,312,2024-09-28,5
92378,4140,158,2024-10-26,1
92382,3234,375,2024-08-29,2
92386,4693,261,2024-03-02,2
92395,5113,282,2024-03-29,1
92396,8598,219,2024-11-26,2
92398,3002,211,2024-09-11,1
92403,5320,244,2024-06-15,4
92404,922,373,2024-12-05,3
92417,6705,109,2024-03-07,2
92419,2643,91,2024-03-28,4
92425,682,436,2024-12-06,2
92428,6997,374,2024-06-19,4
92437,9383,110,2024-06-20,2
92438,4841,68,2024-11-01,5
92439,985,193,2024-10-26,2
92440,5255,384,2024-03-02,3
92441,2189,324,2024-05-05,1
92445,7345,56,2024-09-23,3
92447,120,365,2024-08-18,5
92450,822,117,2024-03-31,1
92451,3623,357,2024-03-04,5
92455,990,381,2024-12-22,5
92456,9701,430,2024-01-24,1
92474,2961,207,2024-06-24,2
92475,9472,233,2024-01-26,1
92482,5063,214,2024-07-08,3
92487,5477,74,2024-10-08,4
92500,8999,74,2024-04-14,3
92508,3133,457,2024-01-06,3
92512,967,323,2024-08-26,4
92514,239,240,2024-03-15,1
92515,2748,153,2024-04-17,2
92518,5659,119,2024-05-05,4
92526,9725,418,2024-05-16,3
92535,5508,51,2024-01-28,1
92536,3038,180,2024-10-04,4
92539,2903,127,2024-11-10,2
92540,3782,481,2024-06-18,3
92542,9225,343,2024-12-01,5
92547,6702,354,2024-11-27,4
92550,9593,351,2024-12-08,1
92556,3656,318,2024-09-10,4
92557,6863,368,2024-12-21,1
92567,3281,67,2024-10-15,3
92575,4129,459,2024-12-16,2
92586,9718,231,2024-04-05,3
92587,586,492,2024-04-03,5
92598,7069,231,2024-07-24,1
92604,3431,448,2024-01-18,3
92614,6853,82,2024-04-20,3
92619,3702,206,2024-09-07,1
92625,9004,51,2024-10-07,4
92631,3915,337,2024-06-12,4
92636,7583,223,2024-08-02,1
92655,6660,410,2024-11-01,5
92663,3335,461,2024-07-23,2
92665,8163,10,2024-11-03,4
92667,9738,438,2024-12-02,1
92682,2837,31,2024-04-06,3
92685,4941,385,2024-05-08,2
92691,548,189,2024-07-17,3
92692,3821,332,2024-12-21,1
92698,7231,243,2024-08-25,1
92699,3093,178,2024-06-07,2
92702,3525,275,2024-09-17,5
92708,7753,385,2024-09-26,3
92711,124,463,2024-10-25,3
92715,5910,161,2024-05-10,4
92717,1404,445,2024-01-01,4
92720,4733,141,2024-09-11,5
92721,2274,447,2024-12-17,5
92722,2538,443,2024-10-17,2
92728,7754,294,2024-03-13,4
92730,8710,396,2024-01-31,1
92734,962,209,2024-08-10,3
92736,1226,68,2024-07-14,4
92741,2851,171,2024-07-07,4
92743,6476,210,2024-09-10,3
92749,600,392,2024-06-08,3
92757,668,284,2024-11-06,3
92774,8837,458,2024-08-31,5
92778,5389,423,2024-10-22,4
92784,9709,171,2024-05-01,1
92786,3988,479,2024-12-11,3
92787,4381,10,2024-11-12,4
92789,8748,400,2024-04-26,5
92791,3994,449,2024-12-23,3
92798,2932,225,2024-02-04,4
92806,7217,120,2024-05-24,1
92812,1049,306,2024-12-07,2
92813,270,430,2024-12-31,2
92815,8135,359,2024-08-11,4
92817,6346,442,2024-09-14,5
92822,2513,65,2024-09-19,4
92833,1458,88,2024-06-09,5
92836,2349,272,2024-11-18,1
92838,120,130,2024-12-18,3
92840,1867,319,2024-10-28,3
92852,1036,265,2024-01-06,1
92853,9776,482,2024-05-03,3
92859,7167,351,2024-03-01,1
92860,7262,32,2024-06-26,4
92863,8841,73,2024-02-19,1
92868,6125,368,2024-11-16,4
92869,2592,263,2024-02-22,5
92879,2743,234,2024-07-13,2
92880,3313,145,2024-01-22,4
92890,1861,418,2024-11-09,3
92894,6118,475,2024-12-20,2
92897,4182,166,2024-03-24,4
92910,2333,337,2024-02-18,2
92914,5723,146,2024-09-01,1
92917,4077,441,2024-02-07,3
92921,4123,26,2024-02-05,3
92924,6003,243,2024-02-14,2
92927,8276,341,2024-09-04,5
92935,9294,436,2024-04-10,5
92948,491,39,2024-12-12,4
92952,3498,386,2024-09-27,4
92954,3632,24,2024-09-06,4
92963,8261,86,2024-09-01,3
92967,77,237,2024-12-07,4
92968,849,325,2024-09-28,1
92969,5804,296,2024-01-03,2
92982,8664,447,2024-07-20,5
92985,9788,412,2024-04-04,1
92986,8184,241,2024-10-14,3
92988,5455,456,2024-04-01,4
92999,7895,376,2024-05-26,4
93001,1441,482,2024-06-26,4
93003,1167,33,2024-03-28,3
93012,9662,273,2024-07-10,3
93015,6084,77,2024-06-02,3
93023,4962,41,2024-07-01,5
93025,2962,212,2024-03-03,1
93029,2150,23,2024-08-20,2
93031,2221,163,2024-01-05,4
93032,2732,309,2024-08-20,2
93037,577,70,2024-02-27,1
93039,9703,13,2024-02-02,3
93042,4197,434,2024-05-07,5
93043,7724,173,2024-05-22,1
93051,3191,294,2024-01-16,1
93052,6492,391,2024-12-10,3
93054,8796,462,2024-02-25,2
93057,624,353,2024-03-09,3
93064,6906,235,2024-05-23,2
93066,4911,86,2024-08-24,4
93070,9179,455,2024-11-19,5
93072,8688,50,2024-02-25,4
93073,5686,28,2024-06-16,5
93075,7205,410,2024-08-19,2
93077,7681,331,2024-03-06,3
93084,4419,69,2024-12-28,4
93086,451,348,2024-08-15,4
93093,13,290,2024-01-11,5
93100,1467,138,2024-04-13,2
93101,5296,175,2024-06-11,2
93103,7081,323,2024-02-02,3
93105,1321,232,2024-10-25,5
93109,1556,450,2024-01-16,1
93117,2111,166,2024-06-02,4
93119,6046,442,2024-11-12,1
93121,1347,38,2024-11-05,4
93123,9743,417,2024-09-27,3
93125,5646,126,2024-04-23,5
93126,9717,267,2024-10-27,2
93129,6273,75,2024-03-15,2
93130,3057,150,2024-05-02,2
93131,4650,191,2024-08-29,3
93138,7472,337,2024-04-15,3
93142,4169,212,2024-05-26,1
93150,9233,269,2024-01-04,3
93167,578,473,2024-03-17,5
93172,392,61,2024-02-09,3
93179,3563,115,2024-09-24,5
93181,2496,268,2024-07-04,4
93189,2452,255,2024-03-11,4
93190,7473,157,2024-08-27,3
93191,2947,157,2024-02-22,3
93195,3190,187,2024-07-10,4
93198,9185,225,2024-05-26,3
93199,7254,456,2024-02-29,3
93200,9787,181,2024-06-19,3
93209,2801,5,2024-10-13,3
93212,4529,349,2024-07-14,2
93213,5199,458,2024-05-20,2
93215,4931,332,2024-08-23,3
93217,3116,93,2024-10-04,5
93223,5800,308,2024-05-05,4
93227,202,64,2024-05-21,5
93233,1427,203,2024-04-22,4
93239,6381,208,2024-10-23,4
93245,5127,9,2024-04-10,1
93247,2271,220,2024-07-03,1
93255,145,149,2024-10-23,5
93258,8296,321,2024-05-08,4
93259,2482,163,2024-08-19,3
93266,4116,119,2024-04-10,4
93268,4885,375,2024-05-09,5
93270,9633,147,2024-06-14,1
93282,7566,398,2024-05-29,1
93299,9524,22,2024-10-08,1
93300,309,156,2024-10-12,1
93305,3378,402,2024-11-09,5
93307,1105,251,2024-07-26,1
93313,759,216,2024-11-23,3
93330,771,305,2024-01-16,3
93333,9511,51,2024-07-22,4
93341,3715,168,2024-03-15,4
93348,4141,274,2024-11-13,2
93350,2224,201,2024-06-03,2
93356,7651,94,2024-07-30,5
93357,281,424,2024-10-13,4
93359,9117,32,2024-09-07,3
93362,757,153,2024-12-03,5
93370,4458,473,2024-08-23,2
93380,9256,308,2024-01-26,4
93382,2450,489,2024-02-14,2
93387,7451,400,2024-04-22,4
93390,1443,145,2024-06-28,1
93393,781,56,2024-05-29,5
93398,3675,70,2024-10-21,1
93400,7448,113,2024-05-22,2
93402,9936,188,2024-02-17,5
93405,7595,204,2024-06-23,3
93407,7070,378,2024-08-12,3
93413,3800,260,2024-06-05,4
93423,329,245,2024-08-28,4
93430,7641,389,2024-10-24,1
93431,5078,199,2024-02-19,1
93432,1803,141,2024-11-09,4
93437,5817,413,2024-06-15,2
93443,5881,170,2024-03-21,4
93444,9305,76,2024-09-12,4
93450,5220,24,2024-10-21,1
93452,6371,459,2024-11-30,3
93456,4878,351,2024-11-10,2
93459,3107,256,2024-11-20,1
93465,7067,189,2024-08-20,3
93470,9069,381,2024-02-13,1
93473,6777,371,2024-11-14,4
93474,5901,249,2024-08-22,5
93475,7217,138,2024-05-17,5
93477,6223,215,2024-06-07,3
93478,1328,25,2024-02-23,5
93486,576,173,2024-08-04,1
93487,967,183,2024-06-20,4
93488,654,429,2024-08-18,3
93491,3135,459,2024-06-25,4
93498,4285,378,2024-12-20,2
93499,5517,417,2024-11-18,5
93501,6515,498,2024-04-08,4
93503,9127,224,2024-03-29,3
93507,8665,8,2024-07-11,5
93512,9238,190,2024-11-20,3
93521,6146,15,2024-02-21,2
93531,4292,486,2024-05-26,1
93545,1217,264,2024-01-02,1
93546,6384,216,2024-02-04,1
93554,6888,244,2024-12-23,2
93562,8981,180,2024-06-10,3
93566,8589,492,2024-12-25,4
93569,4661,243,2024-04-16,1
93571,4003,22,2024-08-17,2
93572,8707,235,2024-08-05,3
93575,3760,407,2024-08-28,1
93578,3297,161,2024-12-02,2
93580,1507,460,2024-04-20,3
93582,7994,246,2024-12-30,4
93597,3642,99,2024-08-13,4
93603,8959,292,2024-08-03,2
93604,9711,299,2024-01-24,2
93605,2928,176,2024-10-12,4
93610,3920,64,2024-08-16,1
93612,7074,95,2024-10-12,1
93618,232,170,2024-01-08,3
93622,9776,488,2024-09-10,4
93623,3930,127,2024-01-31,4
93633,5717,135,2024-02-25,4
93647,3231,5,2024-07-19,5
93648,3219,462,2024-08-07,4
93650,1780,150,2024-10-20,2
93658,7691,427,2024-04-19,4
93663,6722,272,2024-05-05,1
93677,8461,495,2024-04-11,5
93684,8015,55,2024-08-15,3
93686,315,391,2024-10-18,3
93687,2618,203,2024-07-29,2
93693,1928,480,2024-02-27,3
93694,322,61,2024-09-19,1
93698,5486,87,2024-07-01,5
93700,8884,486,2024-11-11,1
93702,9321,68,2024-03-07,4
93704,114,391,2024-09-20,4
93707,3690,423,2024-06-27,1
93712,7168,215,2024-02-10,1
93713,9195,240,2024-08-20,3
93715,4734,133,2024-01-01,4
93722,6389,169,2024-03-03,2
93729,1983,41,2024-06-04,2
93731,6145,420,2024-12-20,4
93734,8740,194,2024-12-12,4
93736,7274,146,2024-06-25,3
93738,2085,275,2024-11-16,3
93740,7614,300,2024-10-13,4
93749,283,33,2024-03-12,3
93756,9566,35,2024-04-18,1
93757,7270,471,2024-02-05,1
93759,9842,416,2024-10-17,4
93761,4514,359,2024-10-29,4
93762,1195,355,2024-10-11,1
93764,7416,79,2024-10-25,3
93773,3359,212,2024-02-18,2
93775,5785,140,2024-06-03,4
93776,4402,35,2024-07-08,2
93777,7483,41,2024-11-20,1
93779,2728,25,2024-04-18,4
93780,8484,324,2024-11-25,1
93791,4014,376,2024-05-24,2
93792,1145,270,2024-05-15,3
93794,6365,111,2024-03-21,3
93800,9728,185,2024-06-23,2
93802,2223,122,2024-11-05,5
93803,2893,476,2024-11-10,5
93804,6054,419,2024-04-27,3
93814,8016,398,2024-06-14,5
93815,4289,193,2024-06-21,5
93817,8535,419,2024-06-05,4
93819,9747,246,2024-11-08,4
93820,5955,157,2024-04-07,2
93821,1923,324,2024-07-17,1
93823,8920,155,2024-06-20,4
93839,5878,468,2024-09-03,2
93844,2904,131,2024-08-25,5
93846,7093,234,2024-07-16,4
93854,6611,365,2024-12-16,5
93855,5078,159,2024-07-31,2
93859,7551,134,2024-12-18,4
93860,9804,356,2024-12-19,5
93861,3479,147,2024-10-08,2
93867,1051,311,2024-07-05,2
93874,9717,147,2024-08-27,1
93875,764,193,2024-01-21,1
93880,1273,435,2024-05-31,4
93886,7673,256,2024-07-26,3
93903,2204,127,2024-09-10,4
93907,1878,332,2024-08-19,4
93917,2305,242,2024-01-29,4
93930,9240,163,2024-12-30,3
93935,5365,176,2024-02-06,1
93937,4172,363,2024-01-05,5
93956,2572,173,2024-07-31,3
93958,6409,198,2024-03-23,1
93959,530,276,2024-02-27,3
93967,5295,240,2024-12-09,3
93969,4811,70,2024-06-17,2
93971,3872,315,2024-05-23,4
93975,6385,407,2024-07-08,3
93978,5581,265,2024-09-27,2
93979,3431,256,2024-07-24,2
93980,9001,77,2024-07-31,5
93988,5686,180,2024-04-25,1
93992,5908,306,2024-02-29,4
93994,4095,266,2024-01-23,3
93995,4968,16,2024-06-18,4
94002,6699,90,2024-08-23,2
94009,6524,349,2024-06-27,4
94010,898,90,2024-09-01,3
94012,163,401,2024-09-18,3
94014,3574,61,2024-06-18,5
94016,8488,58,2024-10-15,4
94023,4200,121,2024-06-25,4
94024,620,114,2024-08-11,3
94029,1852,190,2024-03-07,2
94036,3966,391,2024-04-15,3
94041,6040,482,2024-09-13,4
94044,1707,262,2024-05-12,4
94047,9007,301,2024-05-19,2
94049,7903,176,2024-03-22,4
94060,649,467,2024-03-01,2
94061,356,35,2024-04-19,1
94063,6046,42,2024-11-09,4
94067,9454,285,2024-09-17,5
94069,8839,133,2024-05-02,2
94072,7317,364,2024-03-23,4
94074,4379,34,2024-07-08,4
94081,524,220,2024-11-21,3
94084,8348,377,2024-08-08,3
94093,9247,114,2024-11-15,5
94094,416,251,2024-12-31,2
94096,9296,92,2024-01-26,2
94100,3766,405,2024-12-22,4
94104,9609,410,2024-12-27,4
94105,2334,49,2024-10-03,5
94107,3643,376,2024-07-18,4
94108,820,112,2024-01-28,5
94110,6850,319,2024-06-09,1
94111,2981,377,2024-12-17,2
94112,8692,365,2024-11-22,5
94115,5445,361,2024-01-06,4
94126,5808,132,2024-02-25,2
94127,5641,416,2024-04-17,1
94131,7392,411,2024-07-16,2
94143,6476,38,2024-08-07,3
94152,6467,219,2024-08-16,3
94171,1298,437,2024-09-11,2
94172,4859,446,2024-06-12,3
94174,9435,462,2024-06-09,4
94176,7554,36,2024-05-30,3
94177,8117,166,2024-09-12,5
94192,3265,384,2024-12-26,4
94193,5892,354,2024-12-26,1
94195,2236,357,2024-05-13,4
94196,249,349,2024-06-20,3
94202,2143,498,2024-06-01,5
94210,340,483,2024-08-27,4
94214,2500,427,2024-10-12,2
94215,4997,333,2024-06-04,5
94220,2583,246,2024-06-14,2
94221,7078,459,2024-07-09,5
94222,8508,234,2024-06-09,3
94225,8324,41,2024-04-11,5
94226,6801,330,2024-06-05,3
94230,6541,440,2024-12-26,5
94234,9049,127,2024-09-05,4
94239,2591,98,2024-07-28,1
94240,7140,468,2024-12-20,3
94243,4835,141,2024-04-11,5
94244,1649,111,2024-12-23,1
94245,9223,349,2024-08-28,1
94252,8633,19,2024-03-12,4
94257,9852,281,2024-07-20,3
94259,9850,65,2024-06-01,4
94262,5442,396,2024-07-20,3
94268,5658,476,2024-06-29,4
94269,6549,438,2024-03-28,4
94275,1324,195,2024-08-30,4
94284,1070,185,2024-01-26,3
94285,2570,356,2024-05-12,4
94290,2250,250,2024-12-16,4
94291,892,340,2024-04-01,3
94294,4503,155,2024-02-18,4
94300,8179,98,2024-01-12,4
94301,1446,310,2024-02-23,2
94302,3520,157,2024-05-26,1
94304,4499,486,2024-08-26,2
94308,3367,169,2024-04-01,3
94312,2925,327,2024-05-24,4
94320,2682,345,2024-12-26,3
94324,5720,154,2024-07-06,3
94327,8400,241,2024-01-14,4
94332,3253,197,2024-09-23,1
94333,8667,382,2024-01-30,5
94335,1938,361,2024-07-14,2
94340,2554,160,2024-01-15,5
94344,6121,178,2024-01-08,3
94357,5309,265,2024-08-23,2
94368,5109,28,2024-07-05,2
94373,8097,129,2024-11-27,3
94374,1202,8,2024-02-12,5
94376,7150,353,2024-08-08,3
94377,7126,195,2024-03-08,4
94380,4262,1,2024-03-25,3
94387,329,335,2024-08-16,4
94397,2348,226,2024-08-30,4
94408,7488,49,2024-11-28,2
94414,470,281,2024-06-26,3
94421,9832,137,2024-11-07,5
94430,9105,280,2024-05-30,5
94431,885,394,2024-02-06,4
94438,1919,460,2024-05-16,3
94440,2590,235,2024-07-01,3
94445,3390,421,2024-07-10,3
94448,6293,362,2024-04-05,4
94455,1539,182,2024-08-04,4
94458,330,129,2024-08-04,1
94461,5892,433,2024-10-19,4
94464,7649,172,2024-03-05,2
94465,9568,125,2024-05-13,2
94470,8584,306,2024-02-12,3
94471,8831,260,2024-05-03,2
94479,9338,195,2024-08-27,3
94480,8132,323,2024-12-16,3
94485,4270,11,2024-08-01,4
94494,8231,423,2024-05-17,2
94496,9324,222,2024-09-29,4
94497,5321,275,2024-06-10,3
94499,5937,136,2024-06-16,1
94506,6488,209,2024-05-31,5
94508,3239,243,2024-07-16,2
94513,8327,183,2024-02-24,2
94516,7495,363,2024-11-19,2
94518,2856,458,2024-01-31,3
94522,8067,104,2024-10-21,5
94535,4468,298,2024-08-18,4
94541,2435,292,2024-05-28,1
94545,5956,356,2024-06-04,4
94546,1501,357,2024-03-13,2
94550,3385,292,2024-11-22,3
94551,7590,249,2024-01-29,5
94559,4471,499,2024-01-04,4
94560,4352,481,2024-07-12,4
94565,4740,283,2024-08-08,3
94568,1095,238,2024-06-05,4
94573,8493,185,2024-08-22,1
94581,7385,429,2024-01-23,4
94582,7690,356,2024-07-16,3
94583,4112,482,2024-03-13,2
94584,1218,337,2024-12-23,2
94587,1660,88,2024-02-22,4
94596,6848,122,2024-07-14,4
94600,2775,161,2024-09-13,2
94606,7800,171,2024-10-08,5
94619,8998,248,2024-08-10,4
94625,5739,421,2024-08-06,1
94627,9278,112,2024-04-21,3
94634,4594,337,2024-08-11,3
94637,6698,299,2024-03-21,3
94641,7322,232,2024-01-22,1
94649,4803,218,2024-11-24,3
94652,4845,483,2024-05-11,1
94664,120,250,2024-12-04,5
94669,2673,404,2024-09-11,4
94672,2509,449,2024-11-23,4
94673,6786,334,2024-08-24,4
94677,33,64,2024-09-22,3
94681,1670,471,2024-07-24,2
94683,3117,199,2024-01-20,1
94684,7360,77,2024-12-25,3
94686,890,193,2024-07-11,2
94690,9421,309,2024-12-23,4
94698,6919,229,2024-09-25,4
94703,6336,408,2024-09-05,4
94708,3057,391,2024-10-25,4
94713,9582,182,2024-04-19,3
94720,6194,359,2024-05-15,4
94723,1133,138,2024-12-11,4
94726,4841,409,2024-03-24,3
94730,2765,221,2024-12-03,3
94734,1890,171,2024-04-26,1
94738,2132,210,2024-08-20,4
94745,8706,353,2024-08-14,3
94752,1541,266,2024-07-06,3
94758,1894,292,2024-10-26,5
94761,3391,161,2024-09-15,3
94775,7816,185,2024-03-17,4
94776,3193,145,2024-01-27,2
94779,256,154,2024-08-09,1
94782,5279,18,2024-03-19,3
94786,3712,446,2024-08-24,2
94790,8049,494,2024-10-02,3
94792,2241,325,2024-01-14,1
94795,506,23,2024-01-10,1
94802,7913,126,2024-02-27,3
94807,8993,436,2024-01-21,3
94810,2102,401,2024-12-24,3
94814,7248,135,2024-05-20,3
94816,6369,281,2024-04-12,3
94817,6400,345,2024-12-02,1
94829,6250,299,2024-12-14,1
94833,4999,1,2024-10-28,5
94834,8685,27,2024-01-20,3
94835,1005,306,2024-01-10,2
94837,8574,103,2024-01-23,3
94839,8377,106,2024-12-30,4
94849,4774,410,2024-01-24,3
94850,7735,205,2024-06-20,2
94853,5604,397,2024-08-15,4
94866,6329,180,2024-05-30,3
94867,8624,40,2024-09-25,4
94869,4612,155,2024-07-06,2
94872,1872,191,2024-03-10,5
94878,6585,411,2024-05-03,3
94887,935,108,2024-08-08,1
94889,678,397,2024-01-16,3
94891,7992,290,2024-08-21,5
94892,8594,301,2024-08-31,2
94894,7578,462,2024-12-10,3
94897,4111,245,2024-12-04,1
94907,9460,120,2024-03-22,2
94912,4510,129,2024-06-11,3
94916,1535,231,2024-03-19,1
94917,8507,357,2024-01-17,3
94919,3940,100,2024-11-27,3
94924,6743,195,2024-05-09,4
94928,3525,139,2024-12-30,2
94930,9167,482,2024-05-28,2
94945,788,145,2024-10-10,3
94947,9203,342,2024-02-09,4
94949,4641,48,2024-02-24,2
94953,6621,85,2024-02-10,1
94959,4245,447,2024-01-07,4
94961,2883,226,2024-05-30,5
94962,3131,391,2024-05-18,4
