orderId,payment_method,Total_price,user_id,restaurant_id,date
7644,Card,10609,1885,337,2024-10-06
7648,Card,3616,3284,21,2024-07-04
7651,UPI,5451,3115,205,2024-02-23
7657,Cash,11187,6010,177,2024-09-15
7658,Card,12076,4056,447,2024-10-05
7659,UPI,16927,9694,144,2024-11-05
7666,Cash,7527,2218,404,2024-02-14
7667,Cash,12209,3503,254,2024-10-24
7672,UPI,4974,8020,201,2024-08-19
7675,Card,9517,5437,270,2024-02-14
7677,Cash,4170,1439,318,2024-10-22
7680,UPI,2448,6940,356,2024-07-21
7682,UPI,4617,385,361,2024-12-13
7691,Cash,9193,8194,184,2024-04-16
7694,UPI,11923,118,216,2024-03-13
7697,Card,6657,9031,497,2024-10-18
7732,Card,5040,3418,490,2024-09-01
7737,Cash,8481,2621,74,2024-09-28
7739,Card,14837,6957,487,2024-07-13
7742,UPI,7629,9457,389,2024-04-26
7743,Cash,12233,8071,215,2024-08-19
7746,UPI,4795,6077,284,2024-11-05
7751,Card,5585,8640,156,2024-08-11
7752,Card,6619,5363,84,2024-01-25
7753,Cash,7058,536,172,2024-11-04
7754,Cash,22478,5814,361,2024-03-21
7756,Card,8712,4114,283,2024-04-07
7762,UPI,5212,6544,138,2024-11-06
7763,UPI,11203,9032,358,2024-07-22
7775,Card,7272,6150,400,2024-12-09
7779,Card,2936,418,175,2024-10-28
7783,UPI,10319,5548,185,2024-05-08
7788,Card,15690,4778,492,2024-10-12
7793,Card,7336,734,249,2024-09-01
7797,UPI,2541,7601,351,2024-09-17
7798,Cash,7348,6598,82,2024-05-18
7801,UPI,9749,2993,441,2024-10-02
7806,UPI,3644,3000,244,2024-02-03
7809,Cash,11462,8309,323,2024-05-01
7811,UPI,5387,4133,453,2024-02-28
7814,Cash,9013,7629,128,2024-11-11
7816,UPI,11897,1883,386,2024-01-02
7827,Card,13065,8156,471,2024-03-29
7831,Card,9394,9193,189,2024-11-02
7834,Card,6276,3628,129,2024-07-15
7840,Card,14768,2359,444,2024-07-14
7843,Cash,10725,4308,305,2024-03-12
7850,UPI,10843,5675,277,2024-10-21
7864,Card,7142,5583,367,2024-08-01
7868,Card,6100,7427,334,2024-05-17
7876,Cash,10172,485,353,2024-03-10
7879,UPI,8945,1247,450,2024-10-30
7882,Cash,11408,6816,306,2024-01-17
7883,Cash,12925,5871,456,2024-02-22
7884,Cash,6438,6926,93,2024-03-03
7887,Cash,7443,9620,295,2024-03-02
7893,Cash,24872,3622,56,2024-09-24
7897,Cash,6552,8005,97,2024-11-27
7901,Cash,10341,5625,167,2024-09-26
7905,Cash,5484,6663,453,2024-09-10
7906,UPI,20255,1202,274,2024-07-24
7907,UPI,20455,6308,226,2024-06-20
7908,Card,6422,7057,195,2024-02-14
7912,Cash,3755,6672,161,2024-01-07
7925,UPI,7231,6997,457,2024-07-02
7928,Cash,12633,3700,34,2024-08-16
7935,Card,8674,9256,185,2024-09-05
7941,UPI,17750,4759,297,2024-08-12
7946,Cash,9818,9512,247,2024-05-31
7966,Card,7048,938,403,2024-12-26
7973,UPI,14270,7511,123,2024-10-26
7977,UPI,3662,4750,447,2024-09-02
7983,UPI,8833,8094,462,2024-12-13
7984,Card,9751,3321,419,2024-05-17
7989,Card,3243,3332,251,2024-04-22
7990,Cash,9522,8540,472,2024-01-01
7992,Cash,9846,4885,161,2024-03-25
7994,Cash,5748,958,493,2024-04-14
7998,UPI,15020,9508,471,2024-11-16
8004,Cash,5112,6760,110,2024-08-30
8005,Cash,5043,9482,394,2024-12-15
8006,Cash,9309,3010,390,2024-06-21
8013,UPI,10115,6407,214,2024-04-17
8015,Cash,14552,3057,337,2024-10-05
8020,Card,15733,2236,43,2024-08-22
8021,Card,15074,3329,376,2024-04-14
8030,Card,6612,4235,356,2024-07-29
8031,UPI,9934,9153,347,2024-04-20
8032,Cash,4600,5398,431,2024-02-05
8034,UPI,12542,9026,191,2024-12-03
8039,UPI,12674,6906,60,2024-06-17
8045,UPI,10927,1677,87,2024-05-17
8048,UPI,15279,1568,460,2024-11-21
8050,UPI,3466,7007,208,2024-08-08
8053,UPI,4386,752,181,2024-02-07
8055,Cash,10846,3733,331,2024-10-16
8059,UPI,4152,1929,278,2024-10-03
8060,Card,7741,9457,90,2024-09-23
8070,Card,18590,9580,265,2024-11-25
8071,UPI,5406,9152,88,2024-03-09
8072,UPI,2223,1298,57,2024-02-17
8073,Cash,6515,6610,133,2024-11-22
8076,Card,12223,2043,303,2024-04-18
8078,Cash,6493,531,267,2024-05-09
8084,Card,7502,6338,4,2024-06-23
8086,Card,6035,9337,354,2024-04-28
8087,UPI,12314,6082,358,2024-12-01
8088,UPI,12995,3841,80,2024-04-12
8090,UPI,11909,9019,429,2024-01-14
8099,Cash,5505,3037,247,2024-08-11
8104,Card,8103,266,424,2024-05-10
8105,UPI,11758,8963,40,2024-09-13
8109,Cash,9346,4824,116,2024-12-14
8111,Card,6780,5765,280,2024-02-09
8114,Card,11190,5740,413,2024-10-30
8121,Cash,1740,9688,274,2024-07-07
8122,UPI,6355,1147,378,2024-12-30
8124,UPI,5144,2253,46,2024-04-03
8138,Card,10691,412,257,2024-08-23
8141,UPI,10484,7814,118,2024-05-24
8142,UPI,9301,8456,53,2024-04-17
8144,Card,5514,4459,34,2024-04-16
8148,Card,5911,9521,83,2024-05-05
8149,UPI,5514,2171,135,2024-07-14
8154,UPI,14751,8943,239,2024-05-09
8155,Cash,6741,4730,176,2024-11-25
8161,Cash,7794,4819,441,2024-02-20
8165,Card,10231,8434,104,2024-02-14
8167,Cash,2815,1447,36,2024-12-24
8171,UPI,16587,9471,67,2024-01-25
8177,Card,11985,3199,224,2024-03-11
8178,Cash,8411,5472,377,2024-01-06
8183,Card,6691,1042,75,2024-05-11
8186,UPI,2956,3581,382,2024-11-18
8188,UPI,842,7630,223,2024-09-24
8192,UPI,2142,7270,230,2024-12-18
8195,Cash,17549,3908,474,2024-10-24
8196,UPI,2946,2856,450,2024-04-11
8201,Cash,14416,2371,17,2024-04-05
8204,Cash,16587,1250,172,2024-05-18
8208,UPI,10056,8461,69,2024-09-20
8215,Cash,13423,3729,375,2024-02-28
8218,UPI,8077,1779,203,2024-03-18
8222,Cash,12095,3952,68,2024-09-29
8234,Card,10464,8538,44,2024-03-01
8236,UPI,14816,6330,237,2024-10-10
8240,Card,3618,5289,453,2024-06-01
8242,Card,2619,8404,197,2024-09-08
8243,UPI,14890,8179,260,2024-10-06
8248,Card,7840,8439,88,2024-04-02
8249,Cash,14035,7370,333,2024-05-20
8252,UPI,13031,5474,194,2024-09-09
8263,Cash,7480,921,17,2024-09-25
8269,UPI,4326,2669,436,2024-07-04
8270,Card,5458,1162,303,2024-02-07
8272,Cash,6243,6327,43,2024-05-10
8273,UPI,7536,9236,153,2024-10-18
8274,Cash,8662,9145,163,2024-01-08
8275,UPI,7693,4120,454,2024-07-12
8278,Cash,16369,3870,23,2024-02-02
8281,Cash,11132,4648,216,2024-03-01
8283,Cash,11129,6437,71,2024-05-02
8286,Card,5742,1957,260,2024-11-09
8287,Card,12928,6624,467,2024-12-11
8292,Cash,11993,5099,397,2024-11-05
8294,Card,14205,1396,233,2024-12-08
8297,Cash,10304,4768,451,2024-07-06
8302,Card,6378,4817,21,2024-08-19
8305,Cash,2073,3200,353,2024-11-27
8312,UPI,9492,5677,310,2024-06-05
8319,UPI,5882,972,386,2024-09-19
8320,UPI,6764,251,281,2024-10-29
8323,Card,8738,1294,347,2024-09-04
8326,Cash,6378,5527,245,2024-06-09
8329,Card,7171,2485,420,2024-07-31
8332,Card,16323,4091,297,2024-09-15
8342,Cash,3630,800,367,2024-05-05
8343,Card,18590,3477,199,2024-01-31
8344,Card,8078,1711,151,2024-04-23
8350,Cash,4262,7541,262,2024-12-23
8351,Card,10090,2935,2,2024-01-18
8355,Card,15247,719,347,2024-02-20
8357,UPI,6322,6708,361,2024-11-09
8360,Cash,7557,7266,28,2024-06-04
8361,UPI,3943,2151,347,2024-05-31
8362,Card,8877,6525,265,2024-10-10
8366,Card,5994,8805,383,2024-02-02
8370,Card,3427,8226,182,2024-12-23
8371,UPI,7067,2607,428,2024-02-07
8372,UPI,4926,2443,442,2024-10-25
8374,Card,10222,2566,478,2024-04-10
8378,Cash,12312,8601,26,2024-06-17
8383,Cash,15972,2103,340,2024-01-07
8386,UPI,9360,1028,158,2024-06-01
8397,Card,12137,274,396,2024-08-05
8403,UPI,13917,4611,304,2024-03-05
8404,Card,1050,4842,389,2024-06-27
8405,Cash,9147,2948,54,2024-03-12
8408,UPI,7182,2887,311,2024-08-09
8413,UPI,17818,1265,491,2024-02-08
8416,Cash,17799,8855,135,2024-01-25
8425,UPI,16776,9050,384,2024-10-04
8430,Card,18155,6316,25,2024-11-24
8432,UPI,2454,2362,118,2024-01-22
8441,UPI,9840,834,305,2024-03-29
8443,Card,10930,2126,298,2024-02-26
8450,Card,13838,8005,222,2024-11-03
8451,Cash,10180,3263,472,2024-11-18
8452,Card,11496,7829,407,2024-02-13
8458,UPI,11723,2291,378,2024-08-19
8471,Cash,15727,210,104,2024-10-21
8472,Cash,8081,3967,42,2024-08-31
8474,UPI,15811,9738,249,2024-01-13
8477,Card,15350,3589,410,2024-10-09
8480,Cash,7833,1971,270,2024-03-26
8485,Card,16695,1833,97,2024-12-06
8501,Cash,13780,521,1,2024-11-21
8502,Card,6886,593,420,2024-07-01
8514,Cash,7343,3375,378,2024-01-23
8515,Card,18984,6832,112,2024-07-02
8520,UPI,6709,2026,425,2024-09-19
8523,UPI,12866,3183,446,2024-01-15
8531,UPI,13125,7612,467,2024-05-02
8532,Cash,11303,7362,472,2024-11-30
8537,Card,12853,6600,338,2024-08-12
8538,Cash,7648,1020,377,2024-10-02
8551,Cash,14912,1565,181,2024-06-14
8556,UPI,20007,2344,472,2024-08-03
8560,Card,10984,2400,117,2024-10-23
8561,Cash,13847,9128,52,2024-10-27
8567,Cash,10425,9972,433,2024-05-27
8569,Card,14837,2407,159,2024-05-15
8573,Cash,13326,902,301,2024-05-22
8577,Card,12014,4557,370,2024-04-13
8580,Card,11136,2816,466,2024-01-15
8581,Card,20037,2326,95,2024-08-09
8585,Card,9112,9947,30,2024-01-31
8586,Card,3016,4524,175,2024-01-17
8593,UPI,11877,2078,319,2024-04-12
8594,Card,8742,8910,365,2024-04-06
8602,Cash,8553,6081,38,2024-12-23
8606,UPI,7975,1031,285,2024-10-03
8613,Cash,2317,2954,38,2024-09-04
8618,UPI,18184,2583,35,2024-12-09
8619,UPI,14337,252,58,2024-02-09
8622,UPI,10030,6622,60,2024-03-09
8625,UPI,2715,7462,105,2024-11-27
8631,UPI,6766,4006,396,2024-07-12
8632,Cash,17279,7455,227,2024-01-28
8633,Card,3380,85,119,2024-09-03
8639,UPI,8565,1682,380,2024-10-23
8640,Card,7796,9159,281,2024-07-05
8646,Cash,4876,4005,58,2024-07-24
8647,Cash,8616,4647,397,2024-01-27
8650,Cash,8181,658,69,2024-02-16
8652,UPI,3145,7493,494,2024-08-19
8653,Cash,7793,5893,336,2024-04-25
8658,Card,6387,7607,133,2024-05-25
8661,Card,5595,1821,422,2024-06-30
8662,UPI,1598,518,447,2024-04-14
8669,UPI,4951,9733,453,2024-07-03
8680,Card,12593,4119,454,2024-06-02
8681,Card,10608,6859,98,2024-08-14
8684,Cash,4513,7792,376,2024-05-01
8686,UPI,10839,4276,72,2024-03-21
8687,Cash,3603,6794,111,2024-12-04
8690,Card,9826,2065,419,2024-08-20
8691,Card,14207,4023,421,2024-02-10
8696,UPI,6242,4323,420,2024-07-24
8698,UPI,3183,4483,481,2024-03-14
8699,Cash,8510,3858,274,2024-05-23
8701,Card,2425,8047,209,2024-10-25
8704,Card,5215,1989,43,2024-07-09
8708,Cash,4656,5609,420,2024-01-03
8709,Cash,7496,3907,444,2024-06-30
8718,Cash,9312,9637,192,2024-09-28
8719,UPI,7491,5053,311,2024-08-05
8720,Card,17127,7877,13,2024-03-20
8726,Cash,4545,5600,195,2024-09-18
8731,Cash,4444,7255,8,2024-11-25
8733,Cash,19582,6842,8,2024-08-06
8737,UPI,11439,169,206,2024-03-13
8748,Card,4588,7332,158,2024-10-02
8754,UPI,5792,9174,181,2024-03-07
8770,UPI,18380,5550,390,2024-11-05
8776,UPI,4519,9060,269,2024-09-16
8778,Cash,4038,9680,404,2024-11-14
8781,Card,9502,3136,339,2024-08-08
8783,UPI,2629,3286,444,2024-09-28
8791,UPI,9131,5572,42,2024-08-29
8793,UPI,18432,6155,267,2024-08-11
8799,Card,8914,2959,485,2024-06-26
8801,Card,5968,7143,439,2024-07-08
8803,Cash,4080,926,101,2024-04-28
8807,UPI,20070,7011,107,2024-10-20
8810,Card,5548,8891,131,2024-02-20
8818,UPI,10211,7957,12,2024-08-02
8827,Cash,3607,1544,487,2024-04-22
8830,Card,10840,6521,443,2024-05-01
8838,Cash,5964,9959,261,2024-08-15
8840,Cash,19067,6323,260,2024-05-08
8841,Cash,12542,9765,402,2024-09-07
8848,UPI,4932,7410,489,2024-06-08
8849,UPI,5898,6834,226,2024-05-22
8856,Card,5928,6062,496,2024-08-13
8857,UPI,8017,4342,148,2024-11-17
8858,Card,13924,6493,300,2024-08-19
8871,Cash,5046,9859,108,2024-07-16
8874,Card,18759,9784,6,2024-10-06
8875,UPI,12874,4945,457,2024-03-08
8877,UPI,11561,1587,88,2024-03-01
8878,Card,8698,9501,396,2024-08-01
8879,UPI,6780,8302,397,2024-04-13
8881,Card,2022,6178,419,2024-09-13
8885,Card,7718,6830,161,2024-07-31
8886,Cash,14051,5394,399,2024-09-21
8890,Cash,3461,2980,57,2024-09-11
8896,UPI,9237,8934,291,2024-02-13
8897,UPI,3498,3346,158,2024-03-23
8898,Cash,9314,225,361,2024-03-03
8899,UPI,7619,141,5,2024-01-24
8901,UPI,11260,996,457,2024-09-23
8905,Cash,6259,192,314,2024-01-29
8909,UPI,9033,6503,165,2024-12-07
8912,Card,19322,6541,375,2024-04-04
8917,Cash,5676,5727,305,2024-04-06
8918,Cash,9991,2751,189,2024-11-20
8922,UPI,5726,8441,238,2024-03-01
8924,Cash,8174,8028,280,2024-04-16
8927,UPI,10488,2660,183,2024-07-11
8929,Card,9012,592,115,2024-05-14
8930,Card,13173,9848,253,2024-08-22
8931,UPI,3293,238,216,2024-10-01
8934,Cash,10974,9824,464,2024-03-24
8937,Card,11666,3223,222,2024-06-01
8940,UPI,12189,8188,450,2024-12-24
8942,Card,4244,4771,393,2024-08-21
8945,Cash,8961,7074,282,2024-11-04
8949,Cash,10773,7090,377,2024-01-15
8960,UPI,2835,8913,395,2024-01-21
8963,Cash,5605,6636,81,2024-03-14
8968,Cash,7673,1156,101,2024-08-13
8972,UPI,4324,9602,157,2024-08-12
8981,UPI,6996,377,127,2024-02-16
8982,Card,4733,1726,450,2024-10-04
8983,Card,6819,5381,114,2024-08-06
8984,Card,10450,6671,94,2024-11-15
8993,UPI,6337,8822,348,2024-04-04
8994,Card,10171,1910,462,2024-02-06
8996,UPI,17322,6664,329,2024-01-12
8997,UPI,9690,8816,244,2024-05-03
9001,Card,12457,2188,49,2024-03-26
9004,Cash,19257,9729,312,2024-03-21
9007,Cash,20785,3376,240,2024-06-06
9009,UPI,11928,4911,137,2024-09-19
9013,Card,7937,8996,371,2024-04-30
9015,UPI,6489,7253,424,2024-09-05
9017,Cash,8870,213,159,2024-12-12
9021,Cash,4816,1666,123,2024-01-13
9023,Cash,17526,4998,241,2024-03-11
9026,Card,10674,6945,352,2024-11-04
9028,UPI,11378,16,43,2024-10-14
9032,Cash,4707,694,86,2024-07-11
9033,UPI,14076,7632,124,2024-09-11
9040,Card,5486,7665,307,2024-09-11
9041,Cash,3749,6838,352,2024-12-16
9043,Cash,16203,8461,290,2024-05-10
9046,Card,10641,3523,398,2024-03-04
9050,Card,15818,9539,213,2024-02-19
9056,Cash,2294,4864,428,2024-06-23
9063,Card,7357,2938,483,2024-05-30
9069,Card,6802,3980,348,2024-08-05
9072,Cash,11104,1964,2,2024-10-28
9074,UPI,8699,9600,172,2024-06-07
9077,Card,11456,897,461,2024-05-18
9078,Card,14088,5385,285,2024-04-14
9081,UPI,21204,2991,377,2024-03-17
9085,Cash,18666,2975,157,2024-07-15
9086,Cash,11891,2242,414,2024-01-04
9090,Cash,4389,3529,335,2024-10-25
9091,Cash,12176,2567,378,2024-03-23
9097,UPI,6201,8843,311,2024-06-04
9098,UPI,6724,3942,310,2024-03-18
9099,Cash,15911,2455,486,2024-03-23
9104,UPI,1640,8764,406,2024-10-04
9106,Card,5279,9842,132,2024-05-30
9107,Card,4294,8487,142,2024-08-01
9112,Cash,9297,1850,350,2024-06-05
9116,UPI,8638,7512,79,2024-01-07
9120,Cash,1824,9471,52,2024-12-04
9123,Card,12321,240,491,2024-11-18
9126,Card,9231,8335,199,2024-10-28
9131,Card,21661,3377,207,2024-05-31
9135,Cash,14331,8454,300,2024-02-15
9138,Card,9847,5622,291,2024-07-22
9141,Card,3290,9180,468,2024-07-18
9146,Cash,3980,3574,490,2024-08-27
9147,Cash,24738,8222,240,2024-04-11
9157,UPI,20857,4399,180,2024-07-28
9170,Card,22461,2078,70,2024-09-05
9175,Card,10870,7392,45,2024-05-27
9181,Cash,17400,9394,48,2024-09-03
9185,UPI,2576,6974,116,2024-11-14
9186,Card,1994,5835,453,2024-11-30
9189,Card,11628,4654,39,2024-04-22
9190,Cash,15752,3373,37,2024-10-28
9191,Cash,7932,8509,327,2024-07-31
9193,Card,5872,7602,329,2024-11-02
9194,Card,11593,8977,239,2024-07-08
9196,Cash,1720,7937,223,2024-02-09
9198,UPI,5990,595,408,2024-07-04
9201,UPI,16247,514,256,2024-12-03
9204,Card,4130,2205,429,2024-08-08
9209,Cash,12211,9260,236,2024-12-29
9212,Cash,7560,4708,41,2024-05-21
9215,UPI,5021,6379,218,2024-01-29
9229,UPI,7968,6642,260,2024-08-25
9232,UPI,13293,235,78,2024-04-23
9247,UPI,7233,5804,183,2024-03-10
9248,UPI,7879,3636,95,2024-03-14
9253,Card,4906,382,70,2024-07-17
9255,Card,15777,808,468,2024-11-20
9256,UPI,16131,5176,245,2024-03-13
9257,UPI,5832,4744,174,2024-12-27
9258,Cash,4952,4655,213,2024-12-20
9262,UPI,11745,7947,220,2024-01-04
9264,Cash,6815,1795,276,2024-11-14
9269,Cash,7504,523,102,2024-10-06
9272,Card,5349,1501,30,2024-06-10
9278,UPI,2285,2164,188,2024-07-25
9281,UPI,4263,7861,130,2024-07-29
9282,Cash,9883,3563,143,2024-01-10
9283,Card,4260,8226,39,2024-11-21
9284,UPI,3952,1787,199,2024-03-24
9290,Cash,14172,2543,107,2024-10-30
9296,Cash,5977,1375,12,2024-01-07
9297,UPI,16358,641,103,2024-11-21
9305,Cash,5771,5753,102,2024-06-28
9309,UPI,11435,3828,280,2024-08-08
9312,UPI,10635,2350,460,2024-07-25
9315,UPI,8412,7295,353,2024-07-07
9316,Card,17905,6908,11,2024-03-30
9319,Cash,16966,8062,345,2024-05-01
9321,UPI,9530,3367,73,2024-04-30
9324,UPI,10502,1209,306,2024-02-29
9326,Card,10020,8296,414,2024-01-21
9327,UPI,15145,4497,228,2024-04-17
9328,Cash,10719,314,378,2024-01-14
9331,Card,10006,9445,72,2024-09-09
9332,UPI,16547,7802,390,2024-03-13
9333,Cash,3213,5652,101,2024-09-19
9336,Cash,5209,9559,355,2024-06-07
9365,Cash,17979,2049,297,2024-12-17
9384,Cash,10339,2803,54,2024-11-15
9387,UPI,5172,2734,451,2024-03-20
9396,Cash,8974,2709,76,2024-10-09
9398,Card,8750,9343,405,2024-12-25
9400,UPI,5691,625,354,2024-01-22
9402,Card,8611,2028,56,2024-04-07
9407,Card,9948,6415,384,2024-04-19
9411,UPI,5985,5593,250,2024-11-28
9416,Cash,5026,2842,205,2024-12-19
9418,Card,6866,7350,141,2024-06-18
9419,Card,15253,2087,146,2024-04-13
9423,Cash,6909,840,471,2024-08-30
9425,Card,15226,7164,176,2024-03-03
9431,Cash,5036,2866,318,2024-09-25
9434,Card,7526,2512,470,2024-09-02
9435,Card,17193,5067,440,2024-11-02
9436,UPI,3020,3232,189,2024-07-27
9437,Cash,3258,6480,29,2024-02-19
9438,Card,5150,4898,338,2024-11-08
9440,Card,5839,7218,171,2024-05-08
9444,Card,11408,1685,45,2024-08-20
9446,UPI,7496,699,493,2024-04-24
9449,Cash,6034,6087,98,2024-07-02
9451,Card,5879,5398,4,2024-06-26
9453,UPI,12245,7185,331,2024-02-01
9454,Cash,4471,1281,463,2024-05-13
9457,Cash,5601,3473,177,2024-09-21
9458,Cash,8217,436,121,2024-05-31
9460,Card,12592,7765,319,2024-04-03
9461,Card,13611,922,430,2024-06-26
9467,Card,7436,3231,122,2024-01-23
9475,UPI,7444,167,74,2024-11-28
9484,Card,10701,5822,143,2024-04-04
9489,Cash,8170,342,127,2024-02-14
9494,UPI,2229,2800,30,2024-04-08
9495,Cash,12051,5080,462,2024-09-15
9497,Cash,8882,5335,99,2024-05-10
9500,Cash,11997,4508,367,2024-11-08
9516,Cash,4512,8350,354,2024-04-16
9518,UPI,8274,6075,216,2024-03-18
9521,Card,13676,4403,133,2024-05-18
9522,Cash,10351,3986,261,2024-09-11
9523,UPI,12455,5827,121,2024-02-07
9525,UPI,10448,9631,471,2024-07-18
9527,Cash,9324,9227,3,2024-10-03
9533,Card,11234,1541,330,2024-12-13
9539,UPI,5580,1445,430,2024-11-03
9543,UPI,7320,5439,61,2024-03-14
9544,UPI,7003,6975,391,2024-04-06
9545,Card,5773,335,390,2024-06-17
9548,UPI,9364,1269,63,2024-01-18
9551,UPI,4740,2967,492,2024-02-29
9552,Cash,3574,7600,418,2024-12-09
9556,Cash,5409,9178,117,2024-06-21
9557,Cash,13815,7942,10,2024-03-02
9558,Cash,13147,4333,371,2024-12-31
9559,UPI,3808,593,91,2024-06-25
9564,Card,3589,4081,250,2024-06-02
9569,Card,6630,7327,478,2024-07-05
9572,Card,3279,4945,439,2024-12-27
9573,Card,6657,5049,317,2024-12-02
9578,UPI,9426,874,66,2024-04-11
9585,UPI,11251,767,265,2024-10-28
9588,Card,6138,3661,250,2024-03-27
9589,Card,10121,6864,73,2024-09-07
9598,Cash,17599,9845,475,2024-03-17
9602,UPI,4818,2869,45,2024-03-19
9606,Card,10469,5774,381,2024-05-25
9607,Cash,6753,250,170,2024-02-08
9612,Cash,7990,3268,188,2024-11-16
9614,UPI,5250,9202,133,2024-06-11
9622,Card,11773,7009,28,2024-11-17
9623,UPI,11875,8875,75,2024-04-24
9624,Cash,9452,201,445,2024-05-29
9633,UPI,6566,5751,415,2024-07-02
9641,UPI,5295,2567,418,2024-02-26
9644,Card,10150,2625,337,2024-01-31
9647,Cash,5100,8377,402,2024-02-04
9655,Cash,17551,7763,271,2024-01-07
9656,UPI,15130,2740,448,2024-02-18
9658,Cash,9485,3155,358,2024-07-18
9663,UPI,12233,4042,286,2024-11-01
9664,UPI,12148,9339,192,2024-07-21
9670,UPI,23969,1156,464,2024-04-25
9672,UPI,15535,9885,191,2024-01-27
9678,Card,3546,2027,288,2024-04-12
9680,UPI,14925,5775,424,2024-04-11
9691,Cash,4798,525,426,2024-01-08
9693,Cash,10057,4474,426,2024-07-14
9694,Card,9286,9636,439,2024-05-15
9700,Card,7807,6701,425,2024-10-09
9703,Cash,15270,863,154,2024-03-16
9709,Cash,10541,6299,392,2024-09-10
9710,Card,4883,9025,284,2024-03-10
9712,Cash,17607,4873,238,2024-12-18
9713,Card,15588,7275,186,2024-08-13
9721,Cash,4927,5059,132,2024-04-23
9724,UPI,14360,2193,445,2024-02-04
9729,Card,10424,2102,254,2024-08-23
9730,UPI,7796,5063,308,2024-07-11
9735,UPI,5190,9266,254,2024-03-16
9740,Cash,17853,7240,417,2024-01-12
9741,UPI,16533,8655,258,2024-12-16
9755,Card,5401,1581,346,2024-07-26
9761,UPI,11773,8745,257,2024-05-15
9764,Cash,12230,1713,379,2024-02-28
9769,Card,6031,7077,36,2024-04-13
9774,Cash,9365,3356,299,2024-10-12
9776,UPI,5235,3657,385,2024-01-03
9778,Card,9737,4997,391,2024-09-25
9781,Cash,5331,4439,12,2024-09-16
9786,UPI,5015,3730,56,2024-05-19
9787,Cash,11997,6146,97,2024-03-22
9790,UPI,9523,6819,116,2024-01-08
9793,UPI,19731,2543,242,2024-02-24
9795,UPI,2134,5166,295,2024-01-20
9796,Cash,13872,849,1,2024-05-02
9801,Cash,9492,7110,430,2024-10-12
9804,Cash,8351,8557,387,2024-11-17
9805,Card,19579,899,350,2024-05-31
9809,Card,9874,4378,497,2024-06-07
9811,UPI,7216,3129,168,2024-02-08
9812,UPI,7836,5550,302,2024-05-31
9816,Cash,12729,1662,464,2024-07-09
9831,Card,12628,6244,38,2024-12-25
9832,Card,5608,9213,497,2024-06-29
9833,Card,14197,2080,208,2024-09-05
9835,Card,4420,4440,477,2024-07-10
9836,Cash,5272,4746,292,2024-01-14
9837,UPI,6827,2274,74,2024-12-29
9842,Card,3336,1304,200,2024-07-25
9863,Card,3662,5574,469,2024-03-21
9865,Cash,7320,1920,50,2024-06-13
9866,UPI,6125,5917,281,2024-03-05
9872,Card,5510,446,417,2024-01-06
9874,Cash,10171,6905,283,2024-05-03
9878,Cash,5225,1762,70,2024-11-27
9881,Card,6567,6625,118,2024-10-14
9885,Card,3618,5606,119,2024-01-24
9886,Cash,13652,2174,346,2024-03-08
9900,Card,3293,8615,103,2024-11-02
9901,Cash,4754,768,142,2024-12-21
9902,UPI,15328,8438,262,2024-09-27
9912,Cash,9188,1643,101,2024-04-09
9915,Card,2050,7475,34,2024-08-04
9917,Card,4314,8198,122,2024-10-14
9920,Card,7864,9130,419,2024-10-28
9930,UPI,3313,4693,222,2024-10-24
9932,Card,7066,6002,309,2024-09-27
9936,UPI,15334,5608,66,2024-04-14
9941,Card,9042,9895,498,2024-12-23
9946,Cash,5252,26,273,2024-11-03
9948,UPI,14266,1793,164,2024-10-28
9950,UPI,15206,728,351,2024-08-01
9952,UPI,18381,7845,19,2024-05-02
9953,Card,11526,9664,358,2024-09-29
9958,Cash,11163,9100,207,2024-04-01
9960,Cash,7009,8653,163,2024-06-16
9965,Cash,1616,8368,68,2024-03-11
9969,Card,12524,2471,80,2024-03-04
9973,Cash,8950,6078,22,2024-09-11
9975,Cash,6618,8695,232,2024-06-13
9977,Cash,13399,2390,66,2024-07-16
9982,Cash,4057,6634,453,2024-07-16
9992,UPI,5814,941,252,2024-02-13
9993,Card,4488,972,459,2024-10-07
9998,UPI,14307,7238,30,2024-04-16
10005,UPI,14570,3566,454,2024-12-19
10014,UPI,8466,6534,395,2024-06-10
10022,Cash,13432,5948,303,2024-03-05
10033,Card,14906,5472,408,2024-06-11
10035,Cash,7198,8084,22,2024-05-30
10036,Cash,6053,2572,209,2024-06-11
10045,UPI,1214,5693,242,2024-05-30
10051,UPI,4318,2050,343,2024-12-26
10058,Card,12843,6663,297,2024-07-14
10059,Cash,7009,5766,237,2024-07-05
10065,Cash,6550,7168,236,2024-12-26
10067,Cash,4794,7985,326,2024-01-20
10077,Card,7038,6569,364,2024-08-22
10081,Card,11285,5650,192,2024-04-17
10084,Cash,1454,696,262,2024-07-25
10088,UPI,13997,1264,134,2024-07-14
10092,Cash,6288,5616,228,2024-04-07
10098,UPI,17316,7734,207,2024-09-19
10099,Cash,11635,552,391,2024-08-11
10101,Card,10073,1264,276,2024-08-30
10106,Cash,9996,6202,388,2024-12-08
10110,Cash,13112,5880,370,2024-04-11
10111,Card,9641,9858,445,2024-01-25
10115,UPI,4490,358,248,2024-11-11
10133,Cash,4600,5908,302,2024-07-03
10139,UPI,15174,1923,357,2024-09-26
10143,UPI,5410,3102,162,2024-12-22
10146,Card,9839,3991,394,2024-02-26
