item_id,restaurant_id,item_name,category,price
6844,406,Burritos,Mexican,548
7110,139,Nachos,Mexican,968
337,235,Dolma,Mediterranean,1119
1046,280,Teriyaki Salmon,Main Course,551
8051,227,Tonkatsu,Japanese,928
8658,284,Labneh,Middle Eastern,547
4480,401,Burritos,Mexican,1011
4816,437,Aloo Paratha,Indian,620
9645,396,Croissant,French,648
8064,35,Ceviche,Seafood,1099
6075,339,Callaloo,Caribbean,198
6587,98,Oysters,Seafood,1336
2882,9,Onigiri,Japanese,296
4821,362,Gyros,Mediterranean,422
4990,385,Duck Confit,French,981
9815,424,Pita Bread,Mediterranean,1155
8587,111,Clam Chowder,Seafood,227
8509,426,Onion Rings,Appetiser,909
5449,245,Coca-Cola,Beverage,1438
1095,334,Oatmeal,Healthy,201
3446,166,Tofu Stir-fry,Vegan,1319
6249,128,Bossam,Korean,656
5831,213,Vegan Pizza,Vegan,1032
6645,497,Labneh,Middle Eastern,604
9015,178,Grilled Salmon,Seafood,356
5166,310,Stuffed Bell Peppers,Vegan,296
2948,304,Fried Chicken,Fast Food,1076
5405,1,Gimbap,Korean,324
1300,337,Kimchi,Korean,371
5486,225,Fattoush,Middle Eastern,443
7213,204,Satay Skewers,Thai,838
1420,222,Quiche Lorraine,French,1193
7997,304,Menudo,Mexican,1393
9666,125,Sliders,Fast Food,963
7990,166,Hummus with Pita,Appetiser,1485
9931,466,Chole Bhature,Indian,978
5870,279,Papaya Salad,Thai,310
8913,159,Soba Noodles,Japanese,983
5057,446,Smoothie Bowl,Healthy,1373
2739,63,Kunafa,Middle Eastern,1424
7289,373,Ceviche,Seafood,374
4484,414,French Onion Soup,French,224
3448,376,Burritos,Mexican,854
4362,299,Fries,Fast Food,812
4732,176,Jambalaya,American,655
879,397,Baingan Bharta,Indian,696
9507,377,Sushi,Japanese,1048
7916,151,Curry Goat,Caribbean,1454
5705,137,Sundubu Jjigae,Korean,1429
193,382,Mojito,Beverage,221
8478,292,Avocado Toast,Healthy,282
1170,473,Aloo Paratha,Indian,649
6777,245,Crispy Calamari,Appetiser,446
1030,374,Crème Brûlée,Desserts,1104
790,223,Caprese Salad,Appetiser,564
50,337,Kadai Paneer,Indian,1085
7708,383,Baozi,Chinese,404
8219,51,Mussels in Garlic Butter,Seafood,789
8382,419,Stuffed Bell Peppers,Main Course,641
7861,409,Roasted Cauliflower Steaks,Vegan,1491
4116,303,Cupcakes,Desserts,1208
2850,228,Samgyeopsal,Korean,751
5602,26,Baguette,French,792
675,433,Satay Skewers,Thai,506
2114,107,Jerk Chicken,Caribbean,564
6887,179,Brown Rice Bowl,Healthy,457
738,421,Sliders,Fast Food,680
3896,42,Lobster Bisque,Seafood,683
5346,356,Ribs,Main Course,217
3479,84,Donuts,Desserts,883
3943,255,Hummus,Middle Eastern,525
6019,408,Lentil Soup,Vegan,193
2126,439,Coq au Vin,French,844
1466,192,Grilled Salmon,Seafood,479
5403,422,Corn Dogs,Fast Food,1437
1729,288,Fries,Fast Food,457
5622,200,Avocado Toast,Healthy,1168
5945,158,Burgers,Fast Food,1114
1840,486,Pasta Alfredo,Main Course,1318
670,204,Fish Tacos,Seafood,860
1892,153,Stuffed Peppers,Healthy,1051
1148,121,Jackfruit Tacos,Vegan,1060
706,250,Kung Pao Chicken,Chinese,275
6276,105,Grilled Salmon,Healthy,1430
1687,133,Tteokbokki,Korean,862
7262,157,Tiramisu,Desserts,1129
791,366,Buffalo Wings,American,1090
4028,301,Deviled Eggs,Appetiser,452
2839,60,Gnocchi,Italian,1215
7793,314,Sweet and Sour Pork,Chinese,285
7538,263,Vada Pav,Indian,641
5055,461,Tom Yum Soup,Thai,432
7364,274,Focaccia Bread,Italian,1252
2754,367,Pancakes,American,722
6020,109,Nachos,Appetiser,1314
3697,491,Enchiladas,Mexican,1452
2213,375,Baba Ganoush,Mediterranean,1373
8881,389,Baba Ganoush,Middle Eastern,207
3427,167,Tacos,Main Course,487
6754,57,Apple Pie,American,373
9609,253,Quinoa Salad,Healthy,346
14,37,Vegan Burger,Vegan,956
6752,140,Quiche Lorraine,French,237
4367,9,Udon,Japanese,236
533,120,Sangria,Beverage,423
4119,479,Greek Salad,Mediterranean,1153
2605,228,Boeuf Bourguignon,French,678
2120,173,Baklava,Mediterranean,817
3231,408,Avocado Toast,Healthy,1233
8552,497,Jerk Chicken,Caribbean,1448
210,169,Eclairs,Desserts,443
6311,220,Ceviche,Seafood,939
685,485,Stuffed Bell Peppers,Vegan,1204
8755,68,Matcha Tea,Beverage,1334
1197,265,Carrot Cake,Desserts,1498
3582,229,Eclairs,Desserts,885
7729,278,Espresso,Beverage,650
9708,220,Tom Yum Soup,Thai,1135
6191,492,Aloo Paratha,Indian,1347
5164,67,Teriyaki Salmon,Main Course,521
7074,121,Burritos,Mexican,414
2906,24,Fried Plantains,Caribbean,366
21,322,Panna Cotta,Italian,462
9677,302,Korean BBQ,Korean,1025
6167,161,Moussaka,Mediterranean,593
3061,40,Crème Brûlée,French,597
73,183,Grilled Chicken,Main Course,1136
1876,482,Tamales,Mexican,1037
5749,56,Baozi,Chinese,215
928,265,Mole Poblano,Mexican,386
5439,421,Quiche Lorraine,French,693
7759,310,Duck Confit,French,662
6667,13,Palak Paneer,Indian,506
5668,327,Coconut Shrimp,Caribbean,1109
5736,210,Jambalaya,American,1438
975,332,Massaman Curry,Thai,1222
6387,211,Menudo,Mexican,380
775,465,Quiche Lorraine,French,866
6827,449,BBQ Ribs,American,614
222,17,Peking Duck,Chinese,1170
4424,424,Fajitas,Mexican,1259
9081,260,Tamales,Mexican,1120
2500,184,Vegan Burger,Vegan,890
2980,300,Enchiladas,Mexican,1136
8214,494,Baguette,French,304
1889,213,Dosa,Indian,216
5381,290,Shawarma,Middle Eastern,1429
154,294,Tuna Tartare,Seafood,1007
101,472,Peking Duck,Chinese,967
8228,338,Burgers,Main Course,591
2639,106,Coconut Shrimp,Caribbean,243
6443,304,Pancakes,American,1355
4051,38,Tuna Tartare,Seafood,1008
4675,65,Pancakes,American,1099
9779,229,Vegan Ice Cream,Vegan,1475
8484,351,Philly Cheesesteak,American,163
5917,37,Matcha Tea,Beverage,1248
7070,260,Kibbeh,Mediterranean,958
934,232,Tempura,Japanese,1155
6686,163,Apple Pie,American,1311
1546,51,Soba Noodles,Japanese,266
532,115,Bulgogi,Korean,745
4626,159,Jackfruit Tacos,Vegan,1052
1524,442,Dolma,Mediterranean,553
4999,477,Sushi,Japanese,1440
2,306,Stuffed Bell Peppers,Main Course,408
5059,205,Stuffed Bell Peppers,Main Course,1350
2943,326,Chicken Nuggets,Fast Food,856
6234,73,Yakitori,Japanese,601
6703,9,Mapo Tofu,Chinese,1291
1823,75,Quinoa Salad,Healthy,1335
2918,287,Curry Goat,Caribbean,901
5241,110,Greek Salad,Mediterranean,931
2997,165,Bruschetta,Italian,171
7361,207,Stuffed Peppers,Healthy,575
2071,394,Bolognese,Italian,362
1592,184,Lobster Bisque,Seafood,1274
2644,391,Burritos,Mexican,443
1364,179,Apple Pie,Desserts,1472
990,213,Lentil Soup,Vegan,1246
5339,226,Massaman Curry,Thai,198
9699,3,Char Siu,Chinese,714
5588,128,Oatmeal,Healthy,1101
8291,447,Vada Pav,Indian,1196
4976,193,Buffalo Wings,American,1047
96,243,Croissant,French,288
400,404,Panna Cotta,Italian,198
7924,141,Buffalo Wings,American,556
9659,111,Grilled Prawns,Seafood,1380
1424,54,Shrimp Scampi,Seafood,269
2369,360,Shawarma,Middle Eastern,449
1997,40,Mango Sticky Rice,Desserts,663
3865,488,Mole Poblano,Mexican,1425
3900,408,Falafel,Mediterranean,1289
7300,325,Clam Chowder,Seafood,1148
3950,325,Panang Curry,Thai,1306
3648,176,Dim Sum,Chinese,234
6226,83,Duck Confit,French,823
5824,278,Roti,Caribbean,725
390,475,Stuffed Bell Peppers,Vegan,917
4723,128,Jalapeño Poppers,Appetiser,377
2646,209,Tofu Stir-fry,Vegan,428
5510,345,Shawarma,Middle Eastern,627
3160,441,Quesadillas,Mexican,223
4624,417,Baklava,Desserts,974
4451,108,Cacciucco,Italian,171
3006,14,Okonomiyaki,Japanese,416
9102,201,Falafel,Mediterranean,479
7764,168,BBQ Chicken,Main Course,950
4982,100,Larb,Thai,439
7960,160,Chole Bhature,Indian,394
6767,110,Mole Poblano,Mexican,691
7554,357,Sushi,Main Course,224
2951,397,Duck Confit,French,943
6606,38,Idli,Indian,1471
1842,50,Yakitori,Japanese,283
6583,271,Ice Cream,Desserts,904
7387,198,Coconut Shrimp,Caribbean,1179
8914,203,Tonkatsu,Japanese,614
4619,450,Tteokbokki,Korean,1237
2067,366,Quesadillas,Mexican,1021
8828,58,Sangria,Beverage,1200
1015,90,Chocolate Mousse,Desserts,510
7605,142,Fattoush,Middle Eastern,1481
439,85,Tabbouleh,Mediterranean,360
9498,289,Mapo Tofu,Chinese,565
5855,270,Coca-Cola,Beverage,589
7360,2,Chicken Wings,Appetiser,276
8516,155,Crab Cakes,Seafood,1448
3373,56,Caprese Salad,Appetiser,1346
8006,250,Caprese Salad,Appetiser,1032
5838,424,Shawarma,Fast Food,1297
1298,329,Lobster Roll,American,258
7096,179,Chawanmushi,Japanese,229
1183,17,Arancini,Italian,1083
8787,117,Fajitas,Mexican,824
5834,328,Fajitas,Mexican,1319
6375,178,Arancini,Italian,898
3025,313,Coq au Vin,French,1110
6441,389,Latte,Beverage,376
6388,213,Mac and Cheese,American,950
9461,421,Tteokbokki,Korean,1408
5810,78,Croissant,French,805
1237,421,Enchiladas,Mexican,464
8734,331,Jerk Chicken,Caribbean,993
5599,462,Stuffed Peppers,Healthy,1285
2470,353,Fried Chicken,Fast Food,480
799,168,Roti,Caribbean,784
2711,237,Crème Brûlée,Desserts,787
1898,309,Shrimp Scampi,Seafood,281
4458,324,Burgers,Main Course,375
2319,349,Lentil Soup,Vegan,168
7144,441,Lobster Bisque,Seafood,1115
5238,402,Tom Yum Soup,Thai,1337
7803,269,Chicken and Waffles,American,1059
3785,205,Guacamole,Mexican,407
5515,234,Lobster Roll,American,1339
9906,257,Pita Bread,Mediterranean,1351
1482,96,Korean BBQ,Korean,965
4301,88,Quesadillas,Mexican,1033
1165,45,Sushi,Japanese,333
520,302,Kunafa,Middle Eastern,905
6346,163,Mansaf,Middle Eastern,980
2318,499,Greek Salad,Mediterranean,597
1748,423,Meatloaf,American,505
981,47,Bibimbap,Korean,886
7674,428,Vegan Burger,Vegan,524
5099,319,Donuts,Fast Food,773
8255,332,Tabbouleh,Mediterranean,802
4655,19,Larb,Thai,1210
926,187,Dosa,Indian,758
4547,181,Fries,Fast Food,678
1393,409,Mushroom Risotto,Vegan,1218
8628,85,Crab Cakes,Seafood,664
2629,311,Chole Bhature,Indian,183
1403,320,Lobster Bisque,Seafood,217
3870,346,Peking Duck,Chinese,469
9076,409,Fajitas,Mexican,1060
7396,132,Buffalo Wings,American,1003
5052,143,Fried Chicken,Fast Food,986
4618,367,Papaya Salad,Thai,205
7565,422,Hot and Sour Soup,Chinese,413
8678,170,Kibbeh,Mediterranean,1486
6600,42,Palak Paneer,Indian,1011
9359,54,Butter Chicken,Indian,747
9978,382,Boeuf Bourguignon,French,923
8698,80,Avocado Toast,Healthy,763
2069,439,Tiramisu,Desserts,1354
1222,87,Macarons,French,828
8557,27,Teriyaki Salmon,Main Course,845
9764,488,Kofta,Middle Eastern,584
8756,232,Szechuan Beef,Chinese,1341
2513,60,Teriyaki Chicken,Japanese,952
2796,300,Stuffed Peppers,Healthy,418
2266,121,Vegan Ice Cream,Vegan,489
5872,243,Jackfruit Tacos,Vegan,1464
4013,376,Aloo Paratha,Indian,251
6972,39,Falafel,Mediterranean,540
5752,73,Stuffed Mushrooms,Appetiser,373
9266,26,Oysters,Seafood,470
1223,154,Wonton Soup,Chinese,1435
1668,222,Minestrone Soup,Italian,222
2402,354,Buffalo Wings,American,321
5412,281,Larb,Thai,785
8054,458,Chicken and Waffles,American,281
1676,29,Spinach Artichoke Dip,Appetiser,465
2291,80,Callaloo,Caribbean,862
7846,449,Mojito,Beverage,1145
3927,324,Coca-Cola,Beverage,1174
1213,23,Fried Rice,Main Course,947
3770,187,Chickpea Salad,Vegan,861
4158,376,Kabsa,Middle Eastern,858
2017,434,Ceviche,Seafood,971
85,482,Duck Confit,French,576
612,36,Pani Puri,Indian,1352
511,391,Fried Rice,Chinese,1379
4406,398,Tabbouleh,Mediterranean,1376
9979,428,Massaman Curry,Thai,1407
8635,387,Onion Rings,Appetiser,1089
6603,78,Kimchi,Korean,1266
5557,31,Meatloaf,American,1237
5308,481,Baba Ganoush,Middle Eastern,656
5712,34,Mango Sticky Rice,Thai,1486
5682,102,Shabu Shabu,Japanese,1341
3710,400,Philly Cheesesteak,American,1123
211,146,Crème Brûlée,French,979
188,422,Chocolate Mousse,Desserts,640
4427,90,Samosa,Appetiser,355
5499,84,Bossam,Korean,192
4492,339,Nachos,Appetiser,291
9523,320,Quiche Lorraine,French,793
4331,146,Spring Rolls,Appetiser,1481
2726,170,Boeuf Bourguignon,French,290
626,337,Coq au Vin,French,683
9985,138,Curry Goat,Caribbean,1420
918,355,Tabbouleh,Mediterranean,874
2076,325,Churros,Mexican,1275
2158,341,Fish Sandwich,Fast Food,1089
4380,71,Shakshuka,Mediterranean,273
9215,47,Pizza,Fast Food,1476
6136,344,Burgers,Fast Food,1078
9727,411,Dolma,Mediterranean,1211
8683,123,Ice Cream,Desserts,221
6763,42,Crème Brûlée,Desserts,241
3170,321,Zoodle Pasta,Healthy,197
8803,167,Udon,Japanese,1239
8581,457,Coq au Vin,French,1195
7532,400,Gimbap,Korean,1339
521,378,Crème Brûlée,Desserts,988
5861,408,Lasagna,Italian,424
9372,420,Lentil Soup,Healthy,597
4941,337,Kimchi Jjigae,Korean,488
4077,408,Stuffed Bell Peppers,Vegan,745
9767,222,Milkshake,Beverage,754
270,242,Coca-Cola,Beverage,784
854,314,Chicken and Waffles,American,725
5178,26,Tteokbokki,Korean,1238
2715,32,Char Siu,Chinese,1291
1360,134,Guacamole,Mexican,678
3305,470,Dim Sum,Chinese,306
1193,170,Mansaf,Middle Eastern,632
6834,251,Pasta Carbonara,Italian,848
6663,405,Macarons,French,817
6581,206,Focaccia Bread,Italian,899
3290,298,Panang Curry,Thai,1404
4830,52,Spring Rolls,Chinese,962
9170,345,Vegan Ice Cream,Vegan,1211
7140,369,Butter Chicken,Indian,1389
1113,97,Oatmeal,Healthy,713
6447,182,Pozole,Mexican,588
6119,345,Fried Rice,Chinese,1241
9439,450,Grilled Cheese,Fast Food,495
9672,365,Shrimp Scampi,Seafood,1221
5522,126,Focaccia Bread,Italian,353
9580,105,Fattoush,Middle Eastern,166
8392,309,Avocado Toast,Healthy,1211
7457,301,Biryani,Indian,491
6233,119,Coca-Cola,Beverage,507
8427,302,Idli,Indian,1310
8776,172,Brown Rice Bowl,Healthy,248
2746,24,Sushi,Main Course,1168
3000,303,Manchurian,Chinese,896
9099,486,Sushi,Japanese,1346
5058,219,Kunafa,Middle Eastern,375
634,292,Mac and Cheese,American,915
868,245,Thai Fried Rice,Thai,505
9120,467,Curry Goat,Caribbean,911
518,21,Tacos,Mexican,862
2275,487,Sushi,Main Course,1054
6155,284,Baba Ganoush,Middle Eastern,1015
4227,205,Caprese Salad,Appetiser,1443
6405,462,Callaloo,Caribbean,172
1625,202,Kofta,Middle Eastern,1177
7032,4,Pita Bread,Mediterranean,1183
5257,421,Pina Colada,Beverage,1193
9198,158,Kadai Paneer,Indian,1022
3863,137,Vegan Ice Cream,Vegan,1293
7116,359,Shrimp Scampi,Seafood,945
9500,203,Tofu Stir-fry,Vegan,1409
2299,140,Japchae,Korean,1297
2421,451,Osso Buco,Italian,1392
43,288,Onion Rings,Appetiser,956
1686,181,Tacos,Main Course,1298
8998,247,Elote,Mexican,241
3864,27,Cornbread,American,256
5176,103,Gyros,Mediterranean,1457
2099,105,Ceviche,Seafood,1181
2788,483,Mushroom Risotto,Vegan,859
321,134,Pozole,Mexican,767
1305,139,Boeuf Bourguignon,French,431
5142,210,Croissant,French,1380
149,82,Baba Ganoush,Middle Eastern,1136
4067,412,Vegan Ice Cream,Vegan,1498
6157,34,Chicken and Waffles,American,884
3015,31,Tacos,Mexican,664
7299,25,Sushi,Main Course,1276
1352,144,Bibimbap,Korean,844
3826,57,Chia Pudding,Healthy,287
6833,306,Orange Juice,Beverage,1476
6626,285,Grilled Salmon,Seafood,1460
4640,439,Lentil Soup,Vegan,294
750,180,Burgers,Main Course,467
1353,417,Quiche Lorraine,French,559
203,428,Grilled Salmon,Healthy,410
4668,24,Donuts,Fast Food,990
6617,222,Sliders,Fast Food,429
8861,135,BBQ Ribs,American,195
8290,200,Stuffed Bell Peppers,Vegan,350
6444,145,Hummus,Mediterranean,1333
692,299,Chow Mein,Chinese,631
9054,39,Chocolate Mousse,Desserts,912
3844,173,Butter Chicken,Indian,578
3326,119,Crab Cakes,Seafood,839
8706,55,Pasta Carbonara,Italian,578
8253,242,Shrimp Cocktail,Appetiser,1266
7788,12,Oysters,Seafood,874
256,103,Ackee and Saltfish,Caribbean,1398
8580,203,Pancakes,American,1121
748,25,Pizza,Fast Food,410
7465,349,Mozzarella Sticks,Appetiser,163
1778,483,Nachos,Appetiser,748
1655,225,Baklava,Mediterranean,824
3041,334,Soba Noodles,Japanese,795
725,153,Spring Rolls,Appetiser,1393
7681,324,Greek Salad,Mediterranean,531
4169,356,Thai Fried Rice,Thai,419
7492,58,Kung Pao Chicken,Chinese,165
6739,177,Kabsa,Middle Eastern,1099
4161,166,Ackee and Saltfish,Caribbean,1351
1750,10,Tamales,Mexican,313
1361,95,Churros,Mexican,1486
3611,188,Hummus,Middle Eastern,311
3268,260,Coq au Vin,French,181
8196,471,Margherita Pizza,Italian,1173
6436,274,Samosa,Appetiser,432
3606,234,Curry Goat,Caribbean,203
6836,387,Kung Pao Chicken,Chinese,1159
7042,418,Bossam,Korean,515
7167,339,Butter Chicken,Indian,296
3986,255,Samosa,Indian,1071
1343,249,Ackee and Saltfish,Caribbean,1041
8675,362,Baba Ganoush,Mediterranean,918
2678,70,Margherita Pizza,Italian,1192
8603,169,Pancakes,American,547
9347,231,Tofu Stir-fry,Vegan,848
9114,27,Kale Salad,Healthy,821
6153,353,Crème Brûlée,French,1037
2983,65,Tabbouleh,Mediterranean,543
5866,302,Milkshake,Beverage,1123
1026,25,Chawanmushi,Japanese,489
1144,457,Onigiri,Japanese,291
9543,50,Bruschetta,Appetiser,592
8666,361,Corn Dogs,Fast Food,576
8820,163,Idli,Indian,1443
3515,270,Churros,Mexican,1061
2005,385,Bulgogi,Korean,1362
7568,277,Kabsa,Middle Eastern,1058
889,195,Lentil Soup,Vegan,282
5113,424,Panang Curry,Thai,1403
8019,116,Burritos,Mexican,381
5037,35,Gyros,Mediterranean,620
1752,219,Mansaf,Middle Eastern,1429
4019,473,Philly Cheesesteak,American,166
9729,279,Jerk Chicken,Caribbean,346
3621,237,Grilled Prawns,Seafood,562
8974,381,Burritos,Mexican,276
1666,288,Corn Dogs,Fast Food,1288
2452,231,Cheesecake,Desserts,989
4838,69,Callaloo,Caribbean,1324
4658,439,Donuts,Fast Food,1352
4631,406,Gimbap,Korean,1427
6063,470,Fish Tacos,Seafood,474
1566,421,Ratatouille,French,477
3580,156,Panna Cotta,Italian,1352
9955,294,Shrimp Cocktail,Appetiser,303
1107,287,Baguette,French,1459
2707,442,Szechuan Beef,Chinese,721
6779,196,Tacos,Fast Food,682
5461,138,Ramen,Japanese,228
9303,296,Fried Plantains,Caribbean,1218
6115,403,Deviled Eggs,Appetiser,1374
8884,216,Szechuan Beef,Chinese,180
3795,344,Rice and Peas,Caribbean,792
4098,24,Roasted Cauliflower Steaks,Vegan,298
6665,329,Panang Curry,Thai,1218
562,350,Teriyaki Salmon,Main Course,325
5475,433,Sangria,Beverage,170
2656,285,Quinoa Salad,Healthy,1403
4985,155,Pizza,Fast Food,919
8572,313,Green Curry,Thai,1182
7458,82,Stuffed Mushrooms,Appetiser,308
7601,369,Garlic Bread,Appetiser,304
8481,251,Baklava,Desserts,1466
8244,108,Kibbeh,Mediterranean,992
4983,470,Fried Chicken,Fast Food,624
2374,426,Larb,Thai,763
2904,254,Korean BBQ,Korean,335
6206,106,Jambalaya,American,1179
1756,431,Satay Skewers,Thai,168
2536,453,Papaya Salad,Thai,1191
9390,2,Oatmeal,Healthy,1173
4875,261,Elote,Mexican,804
6169,176,Green Tea,Beverage,187
2359,456,Sarson Da Saag,Indian,285
9230,317,Latte,Beverage,248
5711,464,Miso Soup,Japanese,968
7690,296,Fried Chicken,Fast Food,1082
9546,481,Tofu Stir-fry,Vegan,710
2454,32,Duck Confit,French,633
4234,61,Croissant,French,747
9934,135,Jerk Chicken,Caribbean,817
7657,376,Crème Brûlée,French,835
741,203,Teriyaki Chicken,Japanese,879
7838,277,Hummus,Middle Eastern,1337
5442,130,Tuna Tartare,Seafood,1233
3623,474,Bibimbap,Korean,1050
9057,268,Grilled Cheese,Fast Food,1402
3856,481,Cornbread,American,464
9358,17,Butter Chicken,Indian,680
8346,325,Pita Bread,Mediterranean,981
3845,257,Pancakes,American,586
7229,302,Panang Curry,Thai,1300
6466,307,Mussels in Garlic Butter,Seafood,1397
3637,471,Ackee and Saltfish,Caribbean,1369
2207,234,Pancakes,American,853
4951,477,Crème Brûlée,French,1338
7069,394,Macarons,French,241
7002,490,Papaya Salad,Thai,1010
5498,474,Burgers,Fast Food,629
3007,17,Guacamole,Mexican,528
3524,318,Smoothie,Beverage,295
4167,143,Kimchi Jjigae,Korean,475
9718,52,Shakshuka,Mediterranean,971
2863,175,Espresso,Beverage,661
8321,68,Soba Noodles,Japanese,282
2888,424,Elote,Mexican,655
4466,242,Ratatouille,French,599
1970,214,Roti,Caribbean,916
9234,388,Ackee and Saltfish,Caribbean,1100
7086,116,Brownie,Desserts,564
698,164,Stuffed Bell Peppers,Main Course,1425
3240,460,Orange Juice,Beverage,166
6878,184,Bruschetta,Appetiser,658
5080,437,Grilled Prawns,Seafood,1402
6596,467,Pad See Ew,Thai,886
2704,347,Arancini,Italian,1082
3707,282,Matcha Tea,Beverage,557
7791,72,Tteokbokki,Korean,1328
3877,198,Thai Fried Rice,Thai,1326
9869,321,Avocado Toast,Healthy,451
4269,262,Clam Chowder,American,1089
6452,275,Shrimp Scampi,Seafood,216
3878,253,Pad See Ew,Thai,963
844,295,French Onion Soup,French,961
4833,298,Grilled Cheese,Fast Food,953
7045,2,Thai Fried Rice,Thai,864
5569,141,Green Curry,Thai,946
4011,327,Lentil Soup,Healthy,1435
2602,428,Pavlova,Desserts,174
342,117,Philly Cheesesteak,American,729
7134,254,Panna Cotta,Italian,1203
4972,323,Latte,Beverage,715
6892,386,Green Curry,Thai,665
4589,211,Pad Thai,Thai,481
8493,62,Kimchi Jjigae,Korean,1347
7063,52,Boeuf Bourguignon,French,1427
507,74,Chili Cheese Fries,Fast Food,645
4223,394,Cacciucco,Italian,523
3815,191,Quinoa Salad,Healthy,915
713,170,Satay Skewers,Thai,1266
9746,95,Chicken and Waffles,American,1342
7884,51,Macarons,Desserts,1319
5280,230,Latte,Beverage,1081
8619,361,Butter Chicken,Indian,678
172,258,Char Siu,Chinese,485
2092,161,Grilled Prawns,Seafood,1040
5506,390,Bibimbap,Korean,500
8100,326,Brown Rice Bowl,Healthy,539
9641,295,Meatloaf,American,853
6772,192,Fruit Punch,Beverage,273
1442,107,Kung Pao Chicken,Chinese,1490
4034,159,Sopes,Mexican,1315
6364,51,Shawarma,Fast Food,850
4847,480,Wonton Soup,Chinese,858
9035,497,Vegan Burger,Vegan,335
8771,111,Samgyeopsal,Korean,1223
3529,231,Chicken and Waffles,American,495
9445,491,Sushi,Japanese,483
445,470,Polenta,Italian,934
1320,289,Fried Chicken,Fast Food,470
3521,364,Massaman Curry,Thai,1221
1988,113,Burritos,Mexican,219
1873,158,Macarons,French,608
8661,172,Tacos,Fast Food,991
4247,111,Stuffed Peppers,Healthy,777
2047,88,Caprese Salad,Italian,1288
4617,13,Lentil Soup,Healthy,633
1690,215,Manchurian,Chinese,485
1679,30,Mushroom Risotto,Vegan,859
6735,388,Jerk Chicken,Caribbean,825
3550,440,Sundubu Jjigae,Korean,1459
4757,139,Chiles Rellenos,Mexican,985
6000,160,Tom Yum Soup,Thai,304
5296,397,Jerk Chicken,Caribbean,509
6057,80,Hot and Sour Soup,Chinese,1376
4272,251,Shawarma,Middle Eastern,573
1645,5,Jambalaya,American,446
1162,477,Nachos,Mexican,1227
8420,126,Fish Tacos,Seafood,976
4313,239,Tuna Tartare,Seafood,1186
4350,467,Lobster Roll,American,1412
6104,368,Churros,Mexican,665
1267,144,Fajitas,Mexican,1174
4776,363,Stuffed Mushrooms,Appetiser,1224
3426,414,Fruit Punch,Beverage,916
2714,268,Garlic Bread,Appetiser,672
2144,13,Fattoush,Middle Eastern,922
5328,33,Clam Chowder,Seafood,524
4642,434,Fruit Punch,Beverage,723
1910,185,Grilled Prawns,Seafood,1151
1047,99,Meatloaf,Main Course,545
6899,162,Dumplings,Chinese,596
969,85,Yakitori,Japanese,901
5227,398,Tacos,Fast Food,1043
9542,279,Fried Plantains,Caribbean,1166
2405,31,Falafel,Mediterranean,1218
9620,233,Kung Pao Chicken,Chinese,1451
4294,213,Baba Ganoush,Middle Eastern,1492
206,307,Callaloo,Caribbean,1090
4739,438,Idli,Indian,1178
4035,482,Hot and Sour Soup,Chinese,370
8485,215,Cochinita Pibil,Mexican,879
1141,336,Lentil Soup,Vegan,485
3852,93,Lasagna,Main Course,219
2869,159,Margherita Pizza,Italian,1172
5043,367,Soufflé,French,1093
701,497,Jalapeño Poppers,Appetiser,1099
5897,172,Chocolate Mousse,Desserts,1080
7248,365,Ceviche,Seafood,459
226,238,Mussels in Garlic Butter,Seafood,962
8510,258,Chia Pudding,Healthy,651
3516,385,Fried Plantains,Caribbean,896
8270,151,Focaccia Bread,Italian,808
7409,203,Gyros,Mediterranean,1136
2964,209,Okonomiyaki,Japanese,735
914,348,Tamales,Mexican,948
7133,425,Rogan Josh,Indian,299
5119,258,Pozole,Mexican,1376
2577,412,Lobster Roll,American,885
4588,178,Mapo Tofu,Chinese,1244
5850,34,Fried Rice,Chinese,991
3465,225,Mansaf,Middle Eastern,1438
1333,220,Japchae,Korean,385
5667,57,Dolma,Mediterranean,617
3317,54,Kung Pao Chicken,Chinese,1483
8472,239,Fries,Fast Food,578
7330,452,Fruit Punch,Beverage,1476
6612,119,Caprese Salad,Appetiser,780
1697,159,Tarte Tatin,French,637
2053,52,Enchiladas,Mexican,1432
984,247,Kunafa,Middle Eastern,417
3641,136,Callaloo,Caribbean,1481
1982,127,BBQ Chicken,Main Course,895
6705,46,Sushi,Japanese,197
8451,18,Sopes,Mexican,600
8071,493,Stuffed Bell Peppers,Vegan,763
6999,444,Tacos,Mexican,777
3508,157,Kimchi,Korean,554
6842,118,Greek Salad,Mediterranean,340
8111,220,Caprese Salad,Appetiser,1033
1846,196,Lobster Roll,American,230
2445,257,Zoodle Pasta,Healthy,631
9945,159,Grilled Cheese,Fast Food,1134
6539,158,Tuna Tartare,Seafood,465
780,94,Massaman Curry,Thai,989
4796,390,Rogan Josh,Indian,961
3624,45,Fried Rice,Chinese,1310
1372,409,Kabsa,Middle Eastern,1391
7487,490,Coq au Vin,French,724
6948,287,Jackfruit Tacos,Vegan,1304
9431,258,Grilled Salmon,Seafood,488
3923,312,Jerk Chicken,Caribbean,864
3429,494,Chawanmushi,Japanese,339
3337,125,Churros,Mexican,1151
6051,497,Grilled Salmon,Healthy,238
589,220,Kimchi,Korean,172
6984,482,Latte,Beverage,1399
4784,376,Shabu Shabu,Japanese,1446
905,171,French Onion Soup,French,198
